City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
695,Muncar,ID,-8.4333,114.3333,82.98,66,84,7.9,broken clouds
696,Lakes Entrance,AU,-37.8811,147.981,59.16,65,30,6.11,scattered clouds
697,Razole,IN,16.4833,81.8333,84.97,72,94,8.16,overcast clouds
698,Buchanan,LR,5.8808,-10.0467,74.1,87,99,7.85,overcast clouds
699,Coos Bay,US,43.3665,-124.2179,57.92,97,100,11.5,overcast clouds
700,Okhotsk,RU,59.3833,143.3,57.81,87,100,17.69,overcast clouds
701,Kamaishi,JP,39.2667,141.8833,73.36,72,100,7.18,overcast clouds
702,Quelimane,MZ,-17.8786,36.8883,69.93,75,0,2.59,clear sky
703,The Pas,CA,53.8251,-101.2541,50.4,82,98,12.15,overcast clouds
704,Buala,SB,-8.145,159.5921,84.85,67,100,6.51,overcast clouds
705,Ranfurly,NZ,-45.1333,170.1,48.11,95,100,3.11,overcast clouds
706,Yankton,US,42.8711,-97.3973,83.12,80,83,15.61,broken clouds
707,Akyab,MM,20.15,92.9,84.54,78,99,17.27,overcast clouds
708,Aktash,RU,50.3,87.7333,60.53,41,5,2.57,clear sky
709,Massaguet,TD,12.4755,15.4365,75.11,80,67,8.48,light rain
710,Vossevangen,NO,60.623,6.4229,52.54,97,100,4.45,overcast clouds
711,Shangrao,CN,28.4532,117.9686,100.44,38,99,1.63,overcast clouds
712,Gijon,ES,43.5357,-5.6615,66.0,90,99,3.0,overcast clouds
713,Cabra,ES,37.4725,-4.4421,71.62,51,0,1.25,clear sky
714,Vrangel,RU,42.7297,133.0839,75.54,86,65,4.65,broken clouds
715,Tomatlan,MX,19.9333,-105.25,75.16,98,100,2.42,overcast clouds
716,Eirunepe,BR,-6.6603,-69.8736,71.87,99,100,0.87,overcast clouds
717,Impfondo,CG,1.6381,18.0667,71.85,93,33,3.33,scattered clouds
718,Rockingham,US,42.9668,-71.0995,75.38,88,18,2.53,few clouds
719,Kotaparh,IN,19.15,82.35,81.48,73,96,4.97,moderate rain
720,Gallup,US,35.5281,-108.7426,71.44,54,0,5.75,clear sky
