City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
346,Port-Gentil,GA,73.36,scattered clouds,-0.7193,8.7815,Fengshui Residence
348,Bac Lieu,VN,79.9,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
349,Conceicao Do Araguaia,BR,74.19,broken clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
350,Salinopolis,BR,77.9,clear sky,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
351,Gyomaendrod,HU,80.64,clear sky,46.9333,20.8333,Körös Hotel
352,Victoria,HK,86.25,broken clouds,22.2855,114.1577,Mini Central
353,Loa Janan,ID,74.73,light rain,-0.583,117.095,Kost bu jono
354,Puerto Escondido,MX,77.85,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
355,Miles City,US,72.43,overcast clouds,46.4083,-105.8406,FairBridge Inn & Suites Miles City
357,Severnyy,RU,73.44,clear sky,50.677,36.5532,Full House North Mini-Hotel
358,Sabang,ID,82.56,overcast clouds,5.8933,95.3214,Hotel Citra
361,Ribeira Brava,PT,73.0,few clouds,32.65,-17.0667,Hotel do Campo
362,Oktyabrskoye,RU,69.94,broken clouds,43.0645,44.7417,Prolesok Mini-hotel
365,Khandyga,RU,73.49,overcast clouds,62.6667,135.6,Apel'sin
367,Abha,SA,69.62,scattered clouds,18.2164,42.5053,Abha Hotel
368,Mandera,KE,80.71,scattered clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
369,Sangmelima,CM,67.26,light rain,2.9333,11.9833,gamestar hotel
371,Lieksa,FI,69.24,broken clouds,63.3167,30.0167,Kaatrahovi
374,Cortez,US,67.69,broken clouds,37.3489,-108.5859,Sand Canyon National 9 Inn
376,Namie,JP,78.71,overcast clouds,37.4833,141.0,いこいの村なみえ
377,Alyangula,AU,81.81,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
378,Mitu,CO,70.21,overcast clouds,1.1983,-70.1733,
379,Brainerd,US,73.69,thunderstorm with rain,46.358,-94.2008,"Holiday Inn Express & Suites Brainerd-Baxter, an IHG Hotel"
380,Asfi,MA,68.02,clear sky,32.2994,-9.2372,Hôtel Abda
382,Santa Rosa,PH,85.1,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
384,Forio,IT,82.42,scattered clouds,40.7342,13.8646,Hotel Terme Providence
385,Half Moon Bay,US,66.79,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
386,Cumberland,US,81.1,clear sky,35.0502,-78.8664,American Eagle Inn
389,Portland,US,70.66,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
390,Sao Jose De Piranhas,BR,66.56,few clouds,-7.1206,-38.5019,Bom Jesus
393,Muros,ES,68.09,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
394,Rapid City,US,74.46,mist,44.0805,-103.231,"Hotel Alex Johnson Rapid City, Curio Collection by Hilton"
395,Hare Bay,CA,67.35,broken clouds,48.8499,-54.0148,
396,Asau,RO,69.28,clear sky,46.4333,26.4,Casa Mika Ciobanus
397,Kearney,US,80.51,clear sky,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
400,Bogovina,RS,80.85,clear sky,43.895,21.9403,Casa Camelia
401,Kostyantynivka,UA,81.93,broken clouds,48.5277,37.7069,Мотель
404,Nabire,ID,82.08,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
405,Aitape,PG,83.46,overcast clouds,-3.1374,142.3475,
408,Celestun,MX,77.13,few clouds,20.8667,-90.4,Posada Lilia
410,Tambura,SS,70.9,broken clouds,5.6,27.4667,Rikito Lodge
411,Kahului,US,80.83,few clouds,20.8947,-156.47,Maui Seaside Hotel
412,Ende,ID,82.0,broken clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
415,Takoradi,GH,71.37,few clouds,4.8845,-1.7554,Raybow International Hotel
416,Erzin,TR,83.93,clear sky,36.9559,36.2,Artemis Otel
417,Kavieng,PG,83.44,broken clouds,-2.5744,150.7967,Nusa Island Retreat
418,Shunyi,CN,84.15,few clouds,40.125,116.6453,Beijing Mingchen Holiday Hotel
419,Taicheng,CN,87.19,clear sky,38.731,113.228,五台山康旅酒店
420,Nouadhibou,MR,71.58,scattered clouds,20.931,-17.0347,El Medina
425,Hopkinsville,US,75.24,scattered clouds,36.8656,-87.4886,Hampton Inn & Suites Hopkinsville
426,Tatvan,TR,82.09,clear sky,38.5067,42.2817,Karaman
427,Nakhon Phanom,TH,85.68,light rain,17.3333,104.4167,ป่ายางรีสอร์ท
428,Xichang,CN,83.03,scattered clouds,27.8964,102.2634,Xichang ibis Hotel
429,Zaria,NG,69.58,overcast clouds,11.1113,7.7227,A.B.U Hotels
434,Nalut,LY,78.49,clear sky,30.3333,10.85,
435,Morant Bay,JM,80.22,overcast clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
436,Zelenoborsk,RU,79.5,broken clouds,61.4669,64.0333,
437,Matongo,TZ,70.66,scattered clouds,-2.3833,34.0833,
438,Gamba,GA,68.52,scattered clouds,-2.65,10.0,
440,Isawa,JP,83.79,overcast clouds,35.65,138.6333,旅館 深雪温泉
441,Moyale,KE,66.22,scattered clouds,3.5167,39.0584,La Tahzan Guest House
442,Kijang,KR,92.93,broken clouds,35.2442,129.2139,Samyang Beach Villa
444,Wahiawa,US,76.77,scattered clouds,21.5028,-158.0236,The Inn At Schofield
445,Tabou,CI,73.74,broken clouds,4.423,-7.3528,hotêl doufoulougou
447,Manzhouli,CN,73.87,light rain,49.6,117.4333,Angala International Youth Hostel
451,Bowen,AU,74.95,few clouds,-20.0167,148.2333,Castle Motor Lodge Motel
452,Mushie,CD,77.54,scattered clouds,-3.0167,16.9,
453,Broome,US,71.2,overcast clouds,42.2506,-75.833,Chenango Valley State Park
454,Kieta,PG,82.89,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
455,Puerto Asis,CO,66.56,overcast clouds,0.5133,-76.5007,Ayawaska Hostal
456,Corinto,GR,87.89,clear sky,37.9407,22.9573,Ephira Hotel
457,Dicabisagan,PH,84.61,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
458,Balykshi,KZ,86.0,clear sky,47.0667,51.8667,Гостиница Golden Rose
460,Port Blair,IN,82.44,moderate rain,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
461,Antalaha,MG,73.09,clear sky,-14.9003,50.2788,Hotel Vitasoa
462,Chebsara,RU,72.73,clear sky,59.2002,38.8356,
463,Nishihara,JP,88.88,mist,26.1842,127.7558,Minshuku Agaihama
464,Ponta Do Sol,PT,73.0,few clouds,32.6667,-17.1,Hotel do Campo
465,Bay City,US,73.11,clear sky,43.5945,-83.8889,DoubleTree by Hilton Hotel Bay City - Riverfront
466,Lewiston,US,75.63,overcast clouds,44.1003,-70.2148,Hilton Garden Inn Auburn Riverwatch
469,Ambon,ID,78.94,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
470,Tautira,PF,76.32,light rain,-17.7333,-149.15,Pension Oaoa
473,Rogaska Slatina,SI,78.8,clear sky,46.2375,15.6397,Grand Hotel Donat Superior
474,Ambulu,ID,83.1,broken clouds,-8.345,113.6058,Hotel Ambulu Jember
475,Watsa,CD,66.83,light rain,3.0372,29.5355,Hôtel Le Pacifique
476,Lumphat,KH,81.28,overcast clouds,13.4878,106.9816,Lumphat Homestay​ &​lake​side
478,Marsh Harbour,BS,83.61,clear sky,26.5412,-77.0636,Abaco Beach Resort
479,Coahuayana,MX,77.31,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
480,Lashio,MM,76.3,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
481,Susehri,TR,71.78,clear sky,40.1644,38.0867,Su Vadi Hotel
482,Korla,CN,91.8,overcast clouds,41.7597,86.1469,Gulisitan Hotel
483,Kisangani,CD,73.24,light rain,0.5167,25.2,Grand Ramela Hotel
484,Singapore,SG,91.11,broken clouds,1.2897,103.8501,The Fullerton Hotel Singapore
486,Mukhtolovo,RU,74.52,overcast clouds,55.4644,43.1953,
487,Ostrovnoy,RU,69.1,overcast clouds,68.0531,39.5131,
488,Banjar,ID,86.83,broken clouds,-8.19,114.9675,The Hamsa Resort
489,Khash,IR,87.67,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
490,Tessalit,ML,88.56,scattered clouds,20.1986,1.0114,
491,Novobirilyussy,RU,65.55,broken clouds,56.9514,90.6661,Gostinitsa
493,Izhmorskiy,RU,71.22,scattered clouds,56.194,86.6414,Gostinitsa Ipk Yedigarovykh
494,Seymchan,RU,78.85,broken clouds,62.8833,152.4333,
495,Los Llanos De Aridane,ES,69.55,overcast clouds,28.6585,-17.9182,Valle Aridane
498,Duncan,US,88.05,clear sky,34.5023,-97.9578,Days Inn by Wyndham Duncan
499,Gornopravdinsk,RU,77.63,overcast clouds,60.05,69.9,Hostel
500,Tran,BG,75.22,clear sky,42.8353,22.6517,Erma & Spa Boutique Hotel
501,Asadabad,IR,80.55,clear sky,34.7824,48.1185,کامپیوتر صادق
502,Cockburn Town,TC,81.45,few clouds,21.4612,-71.1419,Osprey Beach Hotel
504,Altay,CN,82.06,clear sky,47.8667,88.1167,Jinqiao Hotel
505,Jalu,LY,82.58,clear sky,29.0331,21.5482,صاحبة الفخامة
507,Anzio,IT,85.32,clear sky,41.4853,12.6179,Hotel Lido Garda
509,Bhagalpur,IN,93.18,moderate rain,25.25,87.0,Rajhans International Hotel
510,Fengzhen,CN,84.65,scattered clouds,40.4394,113.1536,Feng Zhen Hotel
511,Mwene-Ditu,CD,71.94,broken clouds,-7.0,23.45,African'zuri
512,West Bay,KY,82.99,overcast clouds,19.3667,-81.4167,Calypso Cove
513,Zlatoust,RU,74.19,clear sky,55.1711,59.6508,Bellmont
514,Narasannapeta,IN,82.29,moderate rain,18.4167,84.05,AVK events and catering
